_id,titleID,movieName,reviewerName,reviewDate,rating,content,genres[0],genres[1],genres[2],genres[3],genres[4],genres[5]
6595b4d4a783f0cdafc9ac40,tt9663764,Aquaman and the Lost Kingdom,PerryAtTheMovies,3 January 2024,6,"6.5/10 (Recommend)\nThe ""Lost Kingdom"" is only marginally better than the first, and not even for the story. A lot of what I liked about this film had to do with the visuals and sound, but I was also happy with the character utilization and development that was offered.\nThere's a lot of flair going on when it comes to the fighting. It doesn't contain the most exhilarating fighting sequences, but it's enough to get my heart racing. While at times they're over the top in terms of what damage can be done to a superhero before they're exhausted. They're still entertaining and spread out enough throughout the film to keep me interested.\nI loved the soundtrack that went along with the film. It truly enhances the film to greater heights. The intensity of what happens next. The pulsation of the next attack. All of it go hand in hand with the music.\nVisually, this film is more toned down in terms of colour, but not in the vibrance or darkness when needed. With all the sea creatures that exist, the explosions that occur, and the unreal made real. This film does a perfect job in my eyes in maintaining the integrity of realism for things that are always easy to do, or are always skimmed over.\nI enjoyed the character utilization and development compared to the first film especially for Patrick Wilson. I didn't like him in the first film, but with better screen time here I do. As a character you can't remove Mera because of the important role she has, but her screen time seems to be less.\nThe story isn't great, but it's not boring. Some aspects seem silly and others unnecessary, but it works out in the end. It's not as clear cut as I would like, but I can still follow what is being put down.\nOverall, it's still worth checking out, but not in 3D. I know ""Lost Kingdom"" is getting a lot of mediocre reviews, but it's not the worse superhero movie ever. Good visuals, great music, and enjoyable character development are what has really drawn me in.\nThat's all for now. Thank you for taking the time to read my review. Until next time.... Enjoy the show!",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac41,tt9663764,Aquaman and the Lost Kingdom,jamesbond-28264,2 January 2024,7,The film through entertainting is confusing as most characters from the first film are reduced to NPCs trying to do overused cinematic tropes like Mera and Atlanna being just there as Aquaman's romantic interest and mother and Thomas Curry and Black Manta and Orm being ripoffs of Uncle Ben and Green Goblin from the Sam Raimi Spider-Man films with a few AI-generated lines and Topo being the cute animal character to sell merch. And despite Arthur narrating the events of the first film in the first seconds there is not much time for people who didn't watch it to know them and most of the sad moments feel fake and you can't really relate to the characters. It ripoffs Thor: The Dark World storyline and some entire sequences along with Star Wars and Lord Of The Rings.,6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac42,tt9663764,Aquaman and the Lost Kingdom,tlj-41015,2 January 2024,6,"Despite the fact, that this movie is the cotinuation of the first part, the first half hour seems to be relatively disoriented. Besides the narrative, that Aquaman has a family now and is a not so conventional king, there is not much exposition which introduce into the movie. The story is a standard fantasy plot, not really good, but not that bad. However, using the same antagonist from the first movie a second time feels uninspired and boring. All actors provide a good performance, especially Bateman and Momoa, who portray the unequal brothers, have a nice chemistry. Although the movie has its moments, for example the underwater world, it was boring overall.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac43,tt9663764,Aquaman and the Lost Kingdom,logannugen,2 January 2024,9,"This movie is epi & visually striking, it has everything. Majestic locations, menacing seabeast, terrifying mechina, black magic and Patrick Wilson. In the midst of all these amazing works, I can't believe James Wan allowed the first 5 minutes of stupid unfunny jokes about Sleepy king! I'm surprised he allows it, it doesn't like his kind of style in the first place. I wish it got cut in all version of releases.\nIf you can endure the first 5 minutes of cringe, the rest of the movie is wonderful.\nI did wish for the brothers fight rematch and hope they let Amber in more fight scenes. It just feel natural that amber should be in many of those fight.\nI hope they bring Patrick Wilson back to the new DCU.\nGo watch this movie. Its great. Just come late so you issue the first 5 minutes:p.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac44,tt9663764,Aquaman and the Lost Kingdom,glennhargreaves-91483,2 January 2024,4,"If you like Star Wars Episode I then you will probably like this one. A lot of CGI but considering a majority of it is underwater you sort of expected it.\nThe story itself is quite qood and I enjoyed the storyline. What was annoying though which ruins the movie was this one liner jokes. I'm not sure if this was part of the script of Jason can't just tell a joke to save himself but it was pretty bad.\nThe thing is Randall who plays as the doctor for Mantra was heaps funnier and I don't think he's even trying to be funny. He didn't over play his character. Similarly, Yahya was brilliant as Mantra.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac45,tt9663764,Aquaman and the Lost Kingdom,joerippinger,1 January 2024,3,"I gave this film what I consider to be a very generous rating of 3*. Yes the special effects were impressive and there were a few funny jokes but other than that the story was dull and confusing. They did try to help by having a narrator poke in every once and awhile but flow of the movie was rather disjointed. Several times I looked down on my phone to see the how much long I hand before this mess of a film was over. Look I like Jason but even Arnold is a better actor. Again while the special effects were good there was too much of it. OK this movie is turning over to be a flop just as the recent Ant Man flopped. Both I believe suffered from too much CGI. I feel that the reason that people are fatigued over these Super Hero movies that there's nothing new. Many parts of the script seems like a rip-off of Star Wars movie. Just a final thought, I had heard that Amber Heard was basically taken out of the movie but she is seen throughout the film.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac46,tt9663764,Aquaman and the Lost Kingdom,balanvivek,1 January 2024,4,"Aquaman 2 is a very average watch ,it came as a big disappointment especially for me ,part 1 was so good that I had high expectations. Screenplay is so dull especially in the first half ,story is very bad the way it is written. Jason m as aquaman is brilliant but if there is nothing In the plot even he can't save the film.vfx looks bad in many places .end credit scene is so bad that it dosent give you any excitement.the movie starts off well in first 10 min but falls flat after that .some action scenes are good but apart from that the film has nothing new to offer .over aquaman2 ends up as a big disappointment.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac47,tt9663764,Aquaman and the Lost Kingdom,kmajchro-03104,1 January 2024,7,"I and my kids knew nothing going into this. I watched the Dawn of the Jusrice League and that was it. None of saw the first Aquanman. This was good - decent story, entertaining, funny, serious at parts sort of, and all around enjoyable. I never read the comics so I dont know if the story was the same or not - and I don't care. This wasn't a typical Marvel (reluctant hero, beaten by bad guy, hero gets help, beats bad guy) - somewhat like that but enjoyable. While I feel the age of superheroovies has past, this was a good stand alone film. And Dolph! And Martin Short? Those were good surprises and added to the film.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac48,tt9663764,Aquaman and the Lost Kingdom,HeyimShibby,1 January 2024,4,"Today I watched Aquaman 2 and it was very stupid and kind of funny bad.\nI loved the first Aquaman very much ironically and thought that movie was also very stupid dumb fun to me. It felt like James Wan and the crew really knew they had nothing to offer so they just did not care at all about what was happening in the film. They just did whatever they wanted and it came out to be a rather hilarious spectacle to me.\nIt's kind of hard to talk about the humongous stupidity in the movie without spoiling it but trust me when I say nothing feels like it's being taken seriously. The plot points all just feel thrown in from other things, the weirdest and most prevalent thing would be some things that feel directly from the World of Warcraft universe...???\nThe acting and delivery made me laugh a lot. It was bad across the board, but I didn't think Jason Mamoa or Patrick Wilson were bad. They seemed like he was trying along with Nicole Kidman though she wasn't in the movie much. Amber Heard and Randall Park were both very 1 dimensional and were unbelievable in every single scene they were in. Manta was very over the top and often made me laugh when he was on screen. It was stupid. Dolph Lundgren was TERRIBLE, every line he delivered was as if he was an amateur they picked up off the street, it did not seem like he wanted to be there.\nThe forced dramatic parts in this movie essentially border on parody. They did a low framerate slowdown during an incredibly overdramatic melodrama sequence that just came out of nowhere. It was very funny. I know a lot of people are having issues with this but given the tone of the entire movie (which was inconsistent by the way) it felt like a lot of this insanity was completely intentional. I'm not saying its not stupid, I'm saying I was busting up laughing in the theater.\nI liked some of the fight scenes to be honest. Barring the first one which was actually very bad, basically it felt like this blue cgi mess and was just all the same color pigment, so it was just very hard to keep track of anything that is happening. The desert fight was not bad, I enjoyed the choreography in that scene and thought that was probably the best scene in the movie. Though there was a comical scene in that fight scene involving Patrick Wilson that I just couldn't deal with, it was so funny to me.\nThere were scenes in the movie that were intended to make you laugh that I like, actually intentionally unironically laughed at. I think they were a little low on the joke tierlist but this movie's jokes did tickle my fancy occasionally. I was definitely never bored watching this movie.\nOverall most of this movie just made me laugh because of how stupid it was all the time. It felt like a video game so often. It felt like nobody cared about the seriousness of what they were doing, and it just feels like watching a ridiculoustrainwreck and personally I'm all for it. I find it incredibly engaging. If something very stupid and over the top does not interest you, probably stay away from this movie, as it really does not offer much outside that element.\nLow 4/10 or High 3/10\nPS. I know this may seem like a high score for how much I talked poorly about this film, but I again... I really cannot preface how much I had a great time watching this movie. I would much rather watch this DC film again over something like Wonderwoman 1984, The Marvels, Ant Man 3, Thor 2... ETC.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac49,tt9663764,Aquaman and the Lost Kingdom,hristokasabov,31 December 2023,5,"This movie is totally wrong. First minutes was absolutely boring. Actually this movie have a fun moments but it's have a cringe moments. We see a good idea movie but poorly executed. Jason Momoa was like in Fast X movie he actually play in Fast and Furious movie. Amber Heard was like 10 minutes screen time but it's good with her powers. Patrick Wilson was good , fun , very nice playing and very very good chemistry with Jason Momoa. Black Manta it's pleasure to see him i love this character. It's very good evil at DC end. I am waiting for James Gunn universe. But maybe we can see a better end for this movie. It's not bad!!!",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b3e,6595b2dda783f0cdafc98b46,6595b2dda783f0cdafc98b4e,,
6595b4d4a783f0cdafc9ac4a,tt13751694,Animal,rkbehl,2 January 2024,3,"This is a dark, depressing and psychopath movie. I am not surprised by many +ve reviews as these kind of movies are liked by a section of people. Just did not imagine so many people are in that section.\nSimply put in one sentence , this is a manifestation of a writers and directors sick, perverted , violent and dark mind, venting their inadequacies.\nI believe movies are meant for relaxation, entertainment and appreciation of art. This movie does just a little bit appreciation for art, Acting of Ranbir, Rashmika, Anil Kapoor and may be Sunny Deol too is very good. Nothing much else to take from this.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac4b,tt13751694,Animal,priyankmalhotra29,2 January 2024,8,"Entertained throughout the 3 hours duration time, Ranbir kapoor nailed every scene, in some scenes he reminded me of Rauf lala (played by Late Mr. Rishi kapoor) He just reminded everyone why he is considered the best actor of this generation. Powerful fight sequence with songs playing in the background was a masterpiece by Sandeep Reddy vanga. Don't pay any attention to the critics, they can't digest the audacity of Sandeep Reddy vanga, putting in simple words. Highly recommended if you like movies like kill bill, john vick and please don't miss the credit scenes, it's crazy. Bobby Deol with a short role gave a massive performance. Loved other cast members as well.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac4c,tt13751694,Animal,harshgautam-95440,2 January 2024,10,"Perfect Direction, Brilliant Father son story, Great acting, Phenomenal movie.. A Must watch movie.\nThis type of movies should be promoted rather than those love stories made in Bollywood.\nAmazing songs sung by B praak, sonu nigam specially that papa meri jaan song absolutely brilliant lyrics it has.\nGreat acting by ranbir kapoor till now, Action VFX is also amazing, Family love brothers everyone come together to defeat the enemy. Love should be in between mother and father rather than girlfriend wife.\nTo summarise i would say and appeal to continue making these type of movies that show love between mother and father.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac4d,tt13751694,Animal,gunu-21908,2 January 2024,9,"I went in with zero expectations and sat through a 3.5 hour movie without touching my phone. The plot was truly refreshing. I am tired of seeing the classic heroic Bollywood movies where the hero can never be wrong. Vanga truly uncovers a beast.\nRanbir Kapoor is shown to be an ""animal"", with some signs showing in his childhood and teenage years but really unraveling in his adulthood after a major incident. From then on, what Ranbir does is beyond imaginable. Ranbir is not shown to be a hero - he does barbaric things, goes back on his words, and doesn't respect anyone in his life. Folks who are crying about Ranbir's role really think all movie heroes are to be admired.\nEveryone's acting was phenomenal. Bobby Deol was GREAT, what a comeback. The interval sequence was a pleasure to watch, even though I am usually not a big fan of large action sequences. The music is great.\nI just wish the second half was not as dragged. I am not a big fan of Tripti Dimri's sequence. It was unnecessary and only added for the sequel. It is also funny that there is no sign of a police offer or law enforcement throughout the movie despite all the violence. But overall this was a refreshing movie. Must watch!",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac4e,tt13751694,Animal,proudbjatt,1 January 2024,9,"This film is a cinematic triumph. Not made for the faint of heart or the easily offended breed. This is a case study of a psychotic man's psyche in its utmost illustrious portrayal. I can honestly say I have never seen a film like this before. Watch it and see it unfold for yourself while supporting novel cinema.\nRanbir Kapoor is a revelation and has outdone his previous resounding performances in rockstar, barfi, tamasha & such. The rest of the cast is brilliant as well, so is the music & cinematography as well,\nSandeep Reddy Vanga and the producers of the film deserve special adulation for their gutsy effort for pulling off such an immaculate movie.\nOnce again, sensitive babies stay away from this. Only if you have an appetite for seeing exceptional cinema pushed to its boundaries, check out this gem.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac4f,tt13751694,Animal,tiaq77,31 December 2023,10,"This is a slightly oddball film. The story is quite basic about two families who hate each other and the film has some very graphics scenes that you don't normally see in Bollywood films (not suitable for under 18s). So if you're expecting typical Bollywood fare then this film doesn't provide it and I understand the low ratings are probably being given for these reasons.\nHowever, the acting of the star cast is excellent. Ranbir puts in a powerhouse performance and absolutely nails every scene. He handles the action and psychotic scenes incredibly well. But Bobby Deol outshines even Ranbir with his shorter and more intense performance. It is without doubt the best acting performance of Bobby's career. His entry scene to the Jamal Jamaloo song is superb and he steals the show with his dance steps that leave a lasting impression, as well as his emotional and action scenes. The performance of all the other cast is also top notch. The film is also well mounted with brilliant technical aspects and production values. The film dares to be original and deliver something different rather than follow a tried and tested formula, and full kudos to Sandeep Reedy (Director & Producer) for attempting a new approach. For these reasons I give the film 10/10.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac50,tt13751694,Animal,prathameshprs,31 December 2023,10,"Very Good Movie. Need to watch this movie as a movie and not as a moral thing.\nThe Music and BGM is topclass\nRanbir Kapoor and Anil Kapoor's acting are standouts\nBobby Deol stole the show\nCool action scenes. The climax is epic\nDon't miss the post credit scene.\nAlso for those who think ranbir is abusive and hits girls, in movie Rashmika slaps Ranbir and at the and she gives him divorce for his affair.\nFor me the best parts in movies were 1) Interval Action Scene 2)Bobby Deol's Entry 3) Ranbir Kapoor and Anil Kapoor scene at the climax (one of the best acting scenes) 4)Bobby VS Ranbir faceoff fight scene 5)\nThis movie is very different. Give it a chance.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac51,tt13751694,Animal,moosaalirizvi,31 December 2023,10,It was a testosterone boosting movie for me. Fighting with cancer and this helped me in my treatment how to keep confidence in yourself and how to take treatments. It helped me mentally and made me stronger with all the action and story! I am having my Bone Marrow Transplant in coming days and will watch this again while having my chemos and BMT. This came at the right time.\nThe movie was spot on with story Ranbir was amazing throughout the RanVinay character was something all men want to be. Our papas are our heroes and we always want to give them back in whatever way we can! Amazingly exceptional!,6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
6595b4d4a783f0cdafc9ac52,tt13751694,Animal,girishksahu,31 December 2023,10,"Animal goes to the next level compared with Kabir Singh by SRV and yes this action packed thriller has at some moment extreme violence or bloodshed shown on screen but that goes with flow of character played by RK and well supported by storyline, editing and directing by SRV. Best part of watching this in IMAX theater is its background score which is embedded in each frame and action sequence. Soulful songs with fantastic music go very well with storyline moving forward in fast paced sequence. First half is just mind blowing with second half going deeper and revealing every character in a nuanced way.",6595b2dda783f0cdafc98b3d,6595b2dda783f0cdafc98b42,6595b2dda783f0cdafc98b44,6595b2dda783f0cdafc98b51,,
